title,main_genre,runtime,vote_average,imdb_id,release_date,year
The Meaning of Life,Comedy,107.0,7.2,tt0085959,1983-03-31,1983
Where Eagles Dare,Adventure,155.0,7.4,tt0065207,1968-12-04,1968
Tightrope,Mystery,115.0,6.1,tt0088272,1984-08-17,1984
Sleeping with the Enemy,Drama,99.0,6.1,tt0102945,1991-02-08,1991
PCU,Comedy,79.0,6.0,tt0110759,1994-04-29,1994
The Rookie,Action,120.0,5.6,tt0100514,1990-12-06,1990
The Ghost & Mr. Chicken,Comedy,90.0,6.6,tt0059221,1966-01-20,1966
City Heat,Action,93.0,5.1,tt0087062,1984-12-05,1984
Into the Night,Comedy,115.0,6.4,tt0089346,1985-02-15,1985
Three O'Clock High,Comedy,97.0,6.6,tt0094138,1987-10-09,1987
White Hunter Black Heart,Adventure,112.0,6.5,tt0100928,1990-09-14,1990
Come and See,Drama,142.0,8.1,tt0091251,1985-07-01,1985
A Rage in Harlem,Crime,115.0,5.8,tt0102749,1991-05-03,1991
Ginger Snaps,Drama,108.0,6.6,tt0210070,2000-08-01,2000
More American Graffiti,Comedy,110.0,4.8,tt0079576,1979-08-03,1979
The Ballad of Little Jo,Romance,121.0,5.9,tt0106350,1993-08-20,1993
Under Suspicion,Crime,99.0,6.1,tt0105691,1991-09-27,1991
Ruby,Drama,110.0,3.0,tt0105291,1992-03-27,1992
The Reluctant Astronaut,Science Fiction,101.0,6.0,tt0062190,1967-09-05,1967
The Shakiest Gun in the West,Comedy,101.0,6.2,tt0063591,1968-07-10,1968
It's Pat,Comedy,74.0,3.4,tt0110169,1994-08-26,1994
Sunday in the Country,Drama,93.0,7.8,tt0075382,1974-11-22,1974
The Gun in Betty Lou's Handbag,Comedy,89.0,4.1,tt0104376,1992-08-21,1992
Sudden Fear,Drama,110.0,7.1,tt0045205,1952-08-01,1952
Nobody's Baby,Comedy,110.0,4.7,tt0215516,2001-01-01,2001
Regarding Henry,Drama,108.0,6.6,tt0102768,1991-07-10,1991
The Debut,Drama,88.0,5.3,tt0163745,2000-05-18,2000
Wilder Napalm,Fantasy,109.0,6.5,tt0108569,1993-08-20,1993
Contamination,Adventure,95.0,5.4,tt0082000,1980-08-02,1980
The Amazing Transparent Man,Science Fiction,57.0,4.1,tt0053593,1960-02-01,1960
Love Affair,Drama,88.0,6.1,tt0031593,1939-04-07,1939
Once in the Life,Action,107.0,5.5,tt0177068,2000-10-27,2000
Try Seventeen,Comedy,96.0,6.1,tt0311941,2002-09-10,2002
The Hospital,Mystery,103.0,6.7,tt0067217,1971-12-14,1971
Article 99,Comedy,100.0,5.5,tt0101371,1992-03-13,1992
Images,Drama,101.0,6.7,tt0068732,1972-05-01,1972
Eureka,Drama,130.0,5.8,tt0083906,1983-05-01,1983
Oleanna,Drama,89.0,5.8,tt0110722,1994-11-04,1994
Chattahoochee,Drama,97.0,6.1,tt0099242,1989-09-16,1989
Tough Guys Don't Dance,Drama,110.0,4.8,tt0094169,1987-09-18,1987
There Goes My Baby,Drama,99.0,8.5,tt0108320,1994-09-02,1994
Kingdom of the Spiders,Horror,97.0,5.6,tt0076271,1977-08-24,1977
Scrooge,Fantasy,113.0,6.5,tt0066344,1970-11-05,1970
Leap of Faith,Comedy,108.0,5.1,tt0104695,1992-12-18,1992
Gas Food Lodging,Drama,101.0,5.8,tt0104321,1992-07-10,1992
In Cold Blood,Crime,134.0,7.4,tt0061809,1967-12-14,1967
Campus Man,Comedy,94.0,5.2,tt0092717,1987-04-10,1987
The Bedford Incident,Action,102.0,7.0,tt0058962,1965-10-11,1965
Murderous Maids,Drama,94.0,7.2,tt0216578,2000-11-22,2000
Yankee Doodle Dandy,Drama,126.0,7.4,tt0035575,1942-06-06,1942
Ninja Scroll,Action,94.0,7.4,tt0107692,1993-06-05,1993
Knife in the Water,Drama,94.0,7.1,tt0056291,1962-03-09,1962
The Devil and Daniel Webster,Comedy,107.0,7.7,tt0033532,1941-10-29,1941
Mobsters,Drama,104.0,5.7,tt0102460,1991-07-26,1991
Charlotte Sometimes,Drama,85.0,5.8,tt0284478,2002-03-11,2002
Out of Time,Thriller,105.0,6.1,tt0313443,2003-10-03,2003
School of Rock,Comedy,108.0,6.8,tt0332379,2003-10-03,2003
Concert for George,Music,140.0,8.0,tt0380275,2002-11-29,2002
The Event,Drama,114.0,6.7,tt0314039,2003-01-01,2003
9 Dead Gay Guys,Crime,83.0,5.1,tt0336910,2003-09-19,2003
The Station Agent,Drama,88.0,7.4,tt0340377,2003-01-26,2003
Wonderland,Crime,104.0,6.2,tt0335563,2003-10-23,2003
Bus 174,Documentary,150.0,7.7,tt0340468,2002-10-22,2002
Mystic River,Thriller,138.0,7.6,tt0327056,2003-10-07,2003
Good Boy!,Comedy,87.0,4.6,tt0326900,2003-10-10,2003
House of the Dead,Horror,90.0,2.8,tt0317676,2003-04-11,2003
Intolerable Cruelty,Crime,100.0,5.8,tt0138524,2003-09-02,2003
Kill Bill: Vol. 1,Action,111.0,7.7,tt0266697,2003-10-10,2003
Dopamine,Comedy,79.0,5.0,tt0342300,2003-10-03,2003
The Flower of Evil,Drama,104.0,5.7,tt0322289,2003-02-09,2003
Girls Will Be Girls,Comedy,79.0,5.0,tt0339071,2003-07-05,2003
Porn Theater,Drama,90.0,6.5,tt0287364,2002-01-01,2002
Runaway Jury,Drama,127.0,6.9,tt0313542,2003-10-09,2003
The Texas Chainsaw Massacre,Horror,98.0,6.1,tt0324216,2003-10-17,2003
Pieces of April,Comedy,81.0,6.4,tt0311648,2003-01-19,2003
Returner,Action,116.0,6.7,tt0339579,2002-08-31,2002
Sylvia,Drama,109.0,5.6,tt0325055,2003-10-17,2003
Veronica Guerin,Drama,98.0,6.8,tt0312549,2003-07-11,2003
In the Cut,Mystery,119.0,4.7,tt0199626,2003-09-09,2003
Beyond Borders,Drama,127.0,6.7,tt0294357,2003-10-23,2003
Radio,Drama,109.0,6.8,tt0316465,2003-10-24,2003
Scary Movie 3,Comedy,84.0,5.8,tt0306047,2003-10-24,2003
Brother Bear,Adventure,85.0,6.9,tt0328880,2003-10-23,2003
Elephant,Drama,81.0,7.0,tt0363589,2003-05-18,2003
Gypsy 83,Drama,94.0,7.4,tt0251110,2001-01-01,2001
The Singing Detective,Comedy,109.0,5.9,tt0314676,2003-10-24,2003
The Italian Job,Action,99.0,7.1,tt0064505,1969-06-02,1969
Impulse,Horror,91.0,4.3,tt0087464,1984-09-28,1984
Normal,Drama,110.0,7.2,tt0338290,2003-01-21,2003
Shoah,Documentary,566.0,8.7,tt0090015,1985-11-01,1985
Unconditional Love,Drama,124.0,6.6,tt0219374,2002-08-23,2002
Sweet Sixteen,Crime,106.0,6.5,tt0313670,2002-05-21,2002
Alien from L.A.,Action,87.0,2.9,tt0092532,1988-01-01,1988
Black Sunday,Action,143.0,6.8,tt0075765,1977-03-11,1977
Men of Respect,Drama,113.0,3.8,tt0102432,1990-01-18,1990
Interstate 60,Adventure,116.0,7.1,tt0165832,2002-04-13,2002
Lipstick,Drama,89.0,5.6,tt0074802,1976-04-02,1976
Storyville,Drama,113.0,5.7,tt0105480,1992-08-26,1992
That was Then... This is Now,Drama,102.0,5.9,tt0090151,1985-11-08,1985
Holy Matrimony,Comedy,93.0,4.6,tt0110044,1994-04-08,1994
The Black Scorpion,Horror,88.0,5.1,tt0050197,1957-10-11,1957
The Eye,Horror,98.0,6.4,tt0325655,2002-05-09,2002
Captain Kronos: Vampire Hunter,Adventure,91.0,6.0,tt0071276,1974-04-07,1974
The Jolson Story,Drama,128.0,6.4,tt0038661,1946-10-10,1946
You'll Never Get Rich,Comedy,88.0,6.5,tt0034409,1941-09-25,1941
Frankenstein and the Monster from Hell,Horror,93.0,6.3,tt0071519,1973-03-31,1973
Preaching to the Perverted,Comedy,100.0,6.5,tt0119935,1997-07-04,1997
Chicago Joe and the Showgirl,Romance,103.0,4.5,tt0099250,1990-05-16,1990
The Magic Sword,Adventure,80.0,4.2,tt0056211,1962-04-01,1962
Promised Land,Drama,102.0,5.3,tt0095916,1987-09-01,1987
Aparajito,Drama,110.0,7.9,tt0048956,1956-10-11,1956
The Hired Hand,Western,90.0,6.8,tt0067204,1971-08-11,1971
Le Cercle Rouge,Drama,140.0,7.6,tt0065531,1970-10-19,1970
Man of Marble,Drama,165.0,5.8,tt0075902,1977-02-25,1977
Sherlock Holmes and the Voice of Terror,Drama,65.0,7.3,tt0035318,1942-09-18,1942
Sherlock Holmes Faces Death,Drama,68.0,7.2,tt0036348,1943-09-17,1943
Sherlock Holmes in Washington,Drama,71.0,7.4,tt0036349,1943-04-30,1943
The Solid Gold Cadillac,Comedy,99.0,6.8,tt0049777,1956-08-22,1956
The Human Stain,Drama,106.0,6.1,tt0308383,2003-10-29,2003
"Die, Mommie, Die!",Comedy,90.0,6.6,tt0322023,2003-10-31,2003
Dirt,Comedy,102.0,6.0,tt0261652,2001-04-21,2001
Girlhood,Documentary,82.0,7.4,tt0368745,2003-10-13,2003
Mail Order Bride,Action,84.0,2.8,tt0339607,2003-01-01,2003
Shattered Glass,Drama,94.0,6.6,tt0323944,2003-11-14,2003
Suspended Animation,Horror,114.0,0.0,tt0271809,2001-01-01,2001
The Matrix Revolutions,Adventure,129.0,6.4,tt0242653,2003-11-05,2003
The Revolution Will Not Be Televised,Documentary,74.0,7.6,tt0363510,2003-03-07,2003
Elf,Comedy,97.0,6.4,tt0319343,2003-10-09,2003
Standard Time,Music,102.0,0.0,tt0265803,2002-10-10,2002
Billabong Odyssey,Action,88.0,0.0,tt0379713,2003-11-07,2003
Gloomy Sunday,Romance,112.0,7.8,tt0155722,1999-10-21,1999
In My Skin,Drama,93.0,6.3,tt0337961,2002-12-04,2002
Love Actually,Comedy,135.0,7.0,tt0314331,2003-09-07,2003
Love Forbidden,Drama,96.0,6.0,tt0330247,2002-05-28,2002
Father of the Bride,Comedy,105.0,6.2,tt0101862,1991-12-20,1991
My Architect,Documentary,116.0,7.0,tt0373175,2003-11-12,2003
Looney Tunes: Back in Action,Animation,90.0,5.6,tt0318155,2003-11-14,2003
Master and Commander: The Far Side of the World,Adventure,138.0,6.9,tt0311113,2003-11-14,2003
Tupac: Resurrection,Music,112.0,8.0,tt0343121,2003-01-23,2003
The Big Empty,Comedy,94.0,6.1,tt0321442,2003-05-16,2003
The Missing,Thriller,135.0,6.1,tt0338188,2003-11-26,2003
The Cat in the Hat,Comedy,82.0,4.9,tt0312528,2003-11-21,2003
Gothika,Horror,98.0,5.8,tt0348836,2003-11-21,2003
21 Grams,Drama,124.0,7.2,tt0315733,2003-09-06,2003
The Barbarian Invasions,Comedy,99.0,6.7,tt0338135,2003-05-21,2003
Blue Gate Crossing,Drama,85.0,7.2,tt0333764,2002-09-27,2002
Bad Santa,Drama,91.0,6.4,tt0307987,2003-11-26,2003
The Haunted Mansion,Thriller,87.0,5.1,tt0338094,2003-11-25,2003
Timeline,Action,116.0,5.4,tt0300556,2003-11-26,2003
Marquis,Animation,83.0,5.7,tt0097839,1989-04-26,1989
Damage,Drama,111.0,6.7,tt0104237,1992-12-02,1992
OT: Our Town,Documentary,0.0,5.0,tt0334029,2002-01-01,2002
Devil's Playground,Documentary,77.0,6.7,tt0293088,2002-01-01,2002
Dance with a Stranger,Crime,102.0,5.5,tt0088987,1985-03-01,1985
Darkman,Action,96.0,6.2,tt0099365,1990-08-24,1990
Dead of Night,Comedy,103.0,6.8,tt0037635,1945-09-04,1945
Death Machine,Action,117.0,5.8,tt0109575,1994-12-23,1994
The Last Battle,Thriller,90.0,6.4,tt0085426,1983-04-06,1983
Desk Set,Comedy,103.0,6.9,tt0050307,1957-08-02,1957
Europa,Thriller,112.0,7.3,tt0101829,1991-05-11,1991
The Watermelon Woman,Drama,90.0,8.0,tt0118125,1996-09-07,1996
Final Analysis,Drama,117.0,5.4,tt0104265,1992-02-07,1992
The Freshman,Comedy,102.0,6.4,tt0099615,1990-07-20,1990
Funny Games,Drama,103.0,7.3,tt0119167,1997-05-14,1997
Tales from the Crypt,Horror,92.0,7.2,tt0069341,1972-03-09,1972
New Jack City,Thriller,97.0,6.3,tt0102526,1991-03-08,1991
Slacker,Comedy,97.0,6.4,tt0102943,1990-07-27,1990
WarGames,Thriller,114.0,7.0,tt0086567,1983-06-03,1983
Mr. Hobbs Takes a Vacation,Family,116.0,6.0,tt0056255,1962-06-15,1962
Ordet,Drama,126.0,7.8,tt0048452,1955-01-09,1955
Forbidden Games,Drama,86.0,7.8,tt0043686,1952-05-09,1952
Jane Eyre,Drama,97.0,6.6,tt0036969,1943-12-24,1943
A Tale of Two Cities,Action,128.0,6.5,tt0027075,1935-12-25,1935
The Passion of Joan of Arc,Drama,110.0,8.2,tt0019254,1928-04-21,1928
Ben-Hur: A Tale of the Christ,Adventure,143.0,7.3,tt0016641,1925-12-30,1925
The Cabinet of Dr. Caligari,Drama,78.0,7.7,tt0010323,1920-02-25,1920
Broken Blossoms,Drama,90.0,6.9,tt0009968,1919-05-13,1919
Gorky Park,Thriller,128.0,6.4,tt0085615,1983-12-15,1983
The First Great Train Robbery,Thriller,110.0,6.6,tt0079240,1979-01-25,1979
"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure,143.0,6.0,tt0087365,1984-03-30,1984
Guarding Tess,Comedy,96.0,5.9,tt0109951,1994-03-11,1994
Hannah and Her Sisters,Comedy,107.0,7.6,tt0091167,1986-02-07,1986
The Hard Way,Action,111.0,6.1,tt0102004,1991-03-08,1991
Hercules in New York,Action,91.0,3.7,tt0065832,1969-02-23,1969
Highlander II: The Quickening,Action,91.0,4.5,tt0102034,1991-01-30,1991
Hoffa,Crime,140.0,6.1,tt0104427,1992-12-25,1992
House of Cards,Drama,109.0,6.7,tt0107148,1993-06-25,1993
Housesitter,Comedy,102.0,5.6,tt0104452,1992-06-12,1992
Hudson Hawk,Action,100.0,5.4,tt0102070,1991-05-23,1991
Invasion of the Body Snatchers,Horror,115.0,7.1,tt0077745,1978-12-19,1978
Mindwalk,Drama,111.0,6.5,tt0100151,1990-09-09,1990
Kafka,Comedy,98.0,6.6,tt0102181,1991-11-15,1991
Kindergarten Cop,Comedy,111.0,5.8,tt0099938,1990-12-21,1990
King Ralph,Comedy,97.0,5.3,tt0102216,1991-02-15,1991
Knight Moves,Mystery,116.0,5.7,tt0104627,1992-01-14,1992
The Last Boy Scout,Action,105.0,6.5,tt0102266,1991-12-11,1991
Last Tango in Paris,Drama,129.0,7.1,tt0070849,1972-10-14,1972
Lorenzo's Oil,Drama,135.0,6.6,tt0104756,1992-12-30,1992
The Lover,Drama,115.0,6.5,tt0101316,1992-02-22,1992
Matador,Drama,110.0,6.7,tt0091495,1986-03-07,1986
Mr. Destiny,Fantasy,110.0,6.1,tt0100201,1990-10-12,1990
The Night of the Hunter,Thriller,93.0,7.9,tt0048424,1955-04-03,1955
Nowhere to Run,Action,94.0,5.5,tt0107711,1993-01-15,1993
Only the Lonely,Comedy,104.0,6.2,tt0102598,1991-05-24,1991
Over the Top,Action,93.0,5.7,tt0093692,1987-02-13,1987
Passenger 57,Action,84.0,5.6,tt0105104,1992-11-05,1992
Presumed Innocent,Drama,127.0,6.6,tt0100404,1990-07-26,1990
Project X,Drama,108.0,6.2,tt0093793,1987-04-17,1987
Proof,Drama,86.0,6.3,tt0102721,1991-08-15,1991
Pure Luck,Comedy,96.0,5.5,tt0102729,1991-08-09,1991
Battle Royale,Drama,114.0,7.3,tt0266308,2000-12-16,2000
The Wedding Banquet,Comedy,109.0,6.8,tt0107156,1993-08-04,1993
"Salò, or the 120 Days of Sodom",History,116.0,6.4,tt0073650,1975-11-22,1975
A Midnight Clear,Drama,108.0,6.9,tt0102443,1992-04-24,1992
Summer School,Comedy,97.0,6.3,tt0094072,1987-07-22,1987
Silverado,Action,127.0,7.1,tt0090022,1985-07-10,1985
Quick Change,Comedy,89.0,6.3,tt0100449,1990-07-13,1990
Rabid,Horror,91.0,6.4,tt0076590,1977-04-08,1977
Radio Flyer,Drama,114.0,6.6,tt0105211,1992-02-21,1992
The Real McCoy,Action,100.0,5.8,tt0107927,1993-09-10,1993
Revenge,Thriller,123.0,6.0,tt0100485,1990-02-16,1990
The Secret of My Success,Comedy,111.0,6.2,tt0093936,1987-04-10,1987
Show Me Love,Comedy,89.0,7.1,tt0150662,1998-10-23,1998
Streets of Fire,Action,93.0,6.6,tt0088194,1984-06-01,1984
Teen Wolf,Comedy,91.0,6.0,tt0090142,1985-08-23,1985
High Heels,Comedy,109.0,7.2,tt0103030,1991-10-23,1991
Things You Can Tell Just by Looking at Her,Drama,109.0,6.4,tt0210358,1999-10-28,1999
Thunderheart,Action,119.0,6.0,tt0105585,1992-04-03,1992
To Live and Die in L.A.,Action,116.0,6.8,tt0090180,1985-11-01,1985
Trapped in Paradise,Action,111.0,5.8,tt0111477,1994-12-02,1994
Betty Blue,Drama,178.0,7.5,tt0090563,1986-04-09,1986
Vivre Sa Vie,Drama,85.0,7.6,tt0056663,1962-09-20,1962
Wild at Heart,Comedy,124.0,7.0,tt0100935,1990-05-01,1990
The Witches,Adventure,91.0,6.7,tt0100944,1990-02-16,1990
The Witches of Eastwick,Fantasy,118.0,6.2,tt0094332,1987-06-12,1987
Year of the Dragon,Action,134.0,6.5,tt0090350,1985-08-16,1985
Nothing to Lose,Action,97.0,6.3,tt0119807,1997-07-18,1997
Flying Down to Rio,Comedy,89.0,6.6,tt0024025,1933-12-29,1933
Follow the Fleet,Comedy,110.0,7.1,tt0027630,1936-02-20,1936
What's New Pussycat?,Comedy,108.0,6.0,tt0059903,1965-06-22,1965
Mary of Scotland,Drama,123.0,6.6,tt0027948,1936-08-28,1936
Roberta,Comedy,106.0,6.1,tt0026942,1935-03-08,1935
Little Women,Drama,121.0,7.6,tt0041594,1949-04-01,1949
Swing Time,Comedy,103.0,7.1,tt0028333,1936-08-27,1936
The Public Enemy,Drama,83.0,7.3,tt0022286,1931-04-23,1931
A Midsummer Night's Dream,Fantasy,143.0,5.2,tt0026714,1935-10-09,1935
Life with Father,Comedy,118.0,6.4,tt0039566,1947-09-13,1947
National Velvet,Drama,123.0,7.3,tt0037120,1944-12-14,1944
Jesus Christ Superstar,Drama,108.0,7.1,tt0070239,1973-08-15,1973
Dark Victory,Drama,104.0,7.0,tt0031210,1939-04-22,1939
Birdman of Alcatraz,Drama,147.0,7.0,tt0055798,1962-07-03,1962
Aguirre: The Wrath of God,Adventure,93.0,7.5,tt0068182,1972-12-29,1972
Beauty and the Beast,Drama,96.0,7.8,tt0038348,1946-10-29,1946
The Birth of a Nation,Drama,193.0,6.4,tt0004972,1915-02-08,1915
The Blue Kite,Drama,140.0,7.4,tt0107358,1994-02-02,1994
Juliet of the Spirits,Comedy,137.0,7.4,tt0059229,1965-10-22,1965
Last Year at Marienbad,Drama,95.0,7.6,tt0054632,1961-05-25,1961
The Tragedy of Macbeth,War,140.0,7.0,tt0067372,1971-10-13,1971
Red River,Western,133.0,7.3,tt0040724,1948-08-26,1948
A Woman Under the Influence,Romance,155.0,7.8,tt0072417,1974-09-19,1974
Stagecoach,Adventure,96.0,7.6,tt0031971,1939-03-02,1939
A Shot in the Dark,Comedy,102.0,7.2,tt0058586,1964-06-23,1964
The Navigator,Action,59.0,7.3,tt0015163,1924-10-13,1924
The Court Jester,Action,101.0,7.7,tt0049096,1955-12-24,1955
Bullitt,Action,113.0,7.0,tt0062765,1968-10-17,1968
Way Down East,Drama,145.0,6.2,tt0011841,1920-09-03,1920
Jezebel,Drama,103.0,7.2,tt0030287,1938-03-19,1938
The Hunchback of Notre Dame,Romance,116.0,7.6,tt0031455,1939-12-29,1939
42nd Street,Music,89.0,6.1,tt0024034,1933-02-02,1933
I'm No Angel,Comedy,87.0,6.3,tt0024166,1933-10-06,1933
That Touch of Mink,Comedy,99.0,6.2,tt0056575,1962-06-14,1962
Sweet Dreams,Drama,115.0,6.9,tt0090110,1985-10-02,1985
"Play It Again, Sam",Comedy,85.0,7.4,tt0069097,1972-05-04,1972
Send Me No Flowers,Comedy,100.0,5.9,tt0058571,1964-10-14,1964
Pygmalion,Drama,96.0,6.9,tt0030637,1938-10-06,1938
A Passage to India,Drama,163.0,6.8,tt0087892,1984-12-14,1984
Black Orpheus,Drama,100.0,7.3,tt0053146,1959-01-01,1959
Amarcord,Comedy,123.0,7.8,tt0071129,1973-12-13,1973
Hero,Drama,99.0,7.3,tt0299977,2002-12-19,2002
Horse Feathers,Comedy,68.0,6.6,tt0023027,1932-08-19,1932
Anna Karenina,Drama,95.0,6.6,tt0026071,1935-08-30,1935
The Front Page,Romance,105.0,6.9,tt0071524,1974-12-01,1974
Attraction,Thriller,95.0,6.0,tt0238627,2001-04-22,2001
Looking for Mr. Goodbar,Drama,135.0,6.8,tt0076327,1977-10-19,1977
Rivers and Tides,Documentary,90.0,7.3,tt0307385,2001-02-13,2001
The Girl from Paris,Drama,103.0,6.5,tt0240149,2001-09-05,2001
Seven Days to Noon,Drama,94.0,6.4,tt0042949,1950-10-30,1950
Nausicaä of the Valley of the Wind,Adventure,117.0,7.7,tt0087544,1984-03-11,1984
CrissCross,Drama,100.0,6.3,tt0104027,1992-05-08,1992
Doc Hollywood,Comedy,104.0,5.9,tt0101745,1991-08-02,1991
Dragnet,Action,106.0,5.7,tt0092925,1987-06-25,1987
MadHouse,Comedy,90.0,5.7,tt0100087,1990-02-16,1990
1941,Action,113.0,5.6,tt0078723,1979-12-13,1979
A Shot at Glory,Drama,104.0,5.3,tt0193854,2000-05-03,2000
Black and White in Color,Drama,90.0,6.0,tt0074972,1976-01-01,1976
Foul Play,Comedy,116.0,6.3,tt0077578,1978-07-14,1978
Crime Story,Thriller,103.0,6.7,tt0108656,1993-06-24,1993
Beyond the Clouds,Drama,112.0,6.7,tt0114086,1995-06-06,1995
Blind Beast,Horror,86.0,7.1,tt0140384,1969-01-25,1969
Ryan's Daughter,Drama,195.0,7.6,tt0066319,1970-12-09,1970
Accident,Crime,105.0,5.6,tt0061328,1967-02-05,1967
Cabeza de Vaca,Action,111.0,6.8,tt0101529,1991-10-11,1991
The Collector,Mystery,119.0,6.9,tt0059043,1965-06-17,1965
Deep Red,Horror,126.0,7.6,tt0073582,1975-03-07,1975
Diabolique,Drama,116.0,7.9,tt0046911,1955-01-29,1955
Leprechaun,Comedy,92.0,5.1,tt0107387,1993-01-08,1993
Royal Space Force - The Wings Of Honneamise,Animation,121.0,6.7,tt0093207,1987-03-14,1987
Crazy People,Comedy,90.0,5.5,tt0099316,1990-04-13,1990
Dark Wolf,Horror,94.0,3.4,tt0326820,2003-04-15,2003
Adam's Rib,Comedy,101.0,7.2,tt0041090,1949-11-18,1949
King of Hearts,Comedy,102.0,6.8,tt0060908,1966-12-21,1966
Naked Lunch,Crime,115.0,7.0,tt0102511,1991-12-27,1991
Grass,Documentary,80.0,7.0,tt0214730,1999-09-15,1999
Spring Forward,Drama,110.0,6.5,tt0156096,1999-09-01,1999
The Killing of a Chinese Bookie,Thriller,135.0,7.1,tt0074749,1976-02-15,1976
Run,Action,91.0,5.5,tt0102818,1991-02-01,1991
Things to Come,Drama,100.0,6.7,tt0028358,1936-02-20,1936
Queen of Hearts,Comedy,112.0,5.9,tt0098153,1989-10-01,1989
Darling,Drama,128.0,6.5,tt0059084,1965-08-03,1965
A Summer Place,Drama,130.0,6.5,tt0053320,1959-11-18,1959
A Night at the Opera,Comedy,96.0,7.6,tt0026778,1935-11-08,1935
Metalstorm: The Destruction of Jared-Syn,Fantasy,84.0,3.0,tt0085935,1983-08-19,1983
The Element of Crime,Crime,104.0,6.7,tt0087280,1984-05-18,1984
Shoot the Piano Player,Drama,82.0,7.2,tt0054389,1960-10-21,1960
Stolen Kisses,Comedy,96.0,7.4,tt0062695,1968-08-13,1968
The Cooler,Drama,101.0,6.7,tt0318374,2003-01-17,2003
In America,Drama,105.0,6.9,tt0298845,2003-10-31,2003
The Legend of Leigh Bowery,Documentary,83.0,7.0,tt0354696,2002-04-13,2002
My Flesh and Blood,Documentary,83.0,6.2,tt0342804,2003-01-17,2003
Honey,Romance,94.0,6.0,tt0322589,2003-11-24,2003
The Last Samurai,Drama,154.0,7.3,tt0325710,2003-12-05,2003
What Alice Found,Drama,96.0,6.1,tt0343172,2003-01-25,2003
Big Fish,Adventure,125.0,7.6,tt0319061,2003-12-25,2003
Love Don't Cost a Thing,Comedy,105.0,5.4,tt0337592,2003-12-12,2003
Something's Gotta Give,Drama,128.0,6.3,tt0337741,2003-12-12,2003
Stuck on You,Comedy,118.0,5.1,tt0338466,2003-12-10,2003
Girl with a Pearl Earring,Drama,101.0,6.4,tt0335119,2003-08-31,2003
The Statement,Drama,120.0,5.9,tt0340376,2003-12-12,2003
The Lord of the Rings: The Return of the King,Adventure,201.0,8.1,tt0167260,2003-12-01,2003
Mona Lisa Smile,Drama,117.0,6.5,tt0304415,2003-12-19,2003
Calendar Girls,Comedy,108.0,6.6,tt0337909,2003-09-02,2003
The Fog of War,War,95.0,7.6,tt0317910,2003-12-09,2003
The Hebrew Hammer,Action,85.0,5.9,tt0317640,2003-01-01,2003
House of Sand and Fog,Drama,126.0,7.0,tt0315983,2003-12-19,2003
Two Men Went To War,Comedy,109.0,4.8,tt0304857,2002-01-01,2002
Monster,Crime,110.0,7.0,tt0340855,2003-11-16,2003
Cheaper by the Dozen,Comedy,98.0,6.0,tt0349205,2003-12-24,2003
Cold Mountain,Drama,154.0,6.7,tt0159365,2003-12-24,2003
Paycheck,Action,119.0,5.9,tt0338337,2003-12-25,2003
Peter Pan,Adventure,113.0,6.9,tt0316396,2003-12-25,2003
The Company,Drama,112.0,5.7,tt0335013,2003-09-10,2003
Young Black Stallion,Adventure,49.0,5.4,tt0318850,2003-12-25,2003
Japanese Story,Drama,110.0,6.6,tt0304229,2003-09-25,2003
Secret Things,Drama,115.0,6.1,tt0287963,2002-10-16,2002
Chasing Liberty,Comedy,111.0,6.1,tt0360139,2004-01-09,2004
My Baby's Daddy,Comedy,86.0,4.3,tt0332712,2004-01-09,2004
Aileen: Life and Death of a Serial Killer,Documentary,89.0,7.6,tt0364930,2003-09-09,2003
Distant,Drama,110.0,6.7,tt0346094,2002-12-20,2002
Along Came Polly,Comedy,90.0,5.8,tt0343135,2004-01-16,2004
Teacher's Pet,Animation,74.0,5.5,tt0350194,2004-01-16,2004
Torque,Action,84.0,4.7,tt0329691,2004-01-16,2004
Crimson Gold,Drama,95.0,6.8,tt0371280,2003-09-12,2003
Osama,Drama,83.0,6.3,tt0368913,2003-05-20,2003
The Great Gatsby,Drama,144.0,6.2,tt0071577,1974-03-27,1974
Wuthering Heights,Drama,105.0,6.8,tt0104181,1992-10-16,1992
Odds Against Tomorrow,Crime,96.0,6.6,tt0053133,1959-10-15,1959
Ship of Fools,War,149.0,5.4,tt0059712,1965-07-29,1965
Lord Love a Duck,Comedy,105.0,4.9,tt0060636,1966-02-21,1966
There's a Girl in My Soup,Comedy,95.0,5.9,tt0066449,1970-12-15,1970
This Property Is Condemned,Drama,110.0,6.1,tt0061089,1966-08-03,1966
Real Men,Action,85.0,6.9,tt0093828,1987-09-25,1987
Once Upon a Crime,Crime,94.0,5.3,tt0101625,1992-03-06,1992
Beyond Therapy,Comedy,93.0,3.2,tt0092646,1987-02-27,1987
Buster,Comedy,102.0,5.5,tt0094819,1988-09-16,1988
"Car 54, Where Are You?",Action,89.0,3.0,tt0109376,1994-01-28,1994
Blame It on the Bellboy,Comedy,78.0,5.8,tt0103827,1992-03-06,1992
Only the Strong,Action,99.0,6.8,tt0107750,1993-08-27,1993
The Adventures of Ford Fairlane,Action,104.0,6.2,tt0098987,1990-07-11,1990
Bonjour Tristesse,Drama,94.0,7.0,tt0051429,1958-03-17,1958
The Enforcer,Drama,87.0,7.4,tt0043503,1951-02-24,1951
